strategy,window,cagr,sharpe,max_drawdown,worst_12m,turnover,end_value
BIL_all_ai_10pct_from_21d_high_exit,2025-02-13_to_today,0.6671865628442593,1.8183854939751634,-0.1621544906875606,0.5816380473331957,24.005426010818095,562296.737300056
BIL_all_ai_15pct_from_21d_high_exit,2025-02-13_to_today,0.920049001391871,1.9693170201595562,-0.1815419192687029,0.6830217960432423,17.20037059779119,682605.8934836586
BIL_all_ai_20pct_from_21d_high_exit,2025-02-13_to_today,1.237951552414989,2.225666546766835,-0.23812447116683944,0.7291232740052811,12.005759071027528,842419.2246805462
BIL_all_ai_25pct_from_21d_high_exit,2025-02-13_to_today,1.2031561263851023,2.121999996709676,-0.2529415339758181,0.7257890133759972,11.199737624120138,824487.9990314784
BIL_all_ai_10pct_from_63d_high_exit,2025-02-13_to_today,0.5835298209453639,1.756667591221065,-0.16174624662928538,0.4512360997789244,25.245768622911537,523923.3285404996
BIL_all_ai_15pct_from_63d_high_exit,2025-02-13_to_today,0.8156123917617957,1.9047061805333314,-0.1965772612901785,0.598005166150207,17.333240324628033,632150.6834208075
BIL_all_ai_20pct_from_63d_high_exit,2025-02-13_to_today,1.0072936954603877,2.059197587310091,-0.22761864427728462,0.5614160914630495,12.509144135847086,725549.9706203636
BIL_all_ai_25pct_from_63d_high_exit,2025-02-13_to_today,1.0264941555271543,2.0159048698653677,-0.25122105254182314,0.5399484108689152,11.708342718274018,735095.8547385506
BIL_all_ai_10pct_from_126d_high_exit,2025-02-13_to_today,0.5154178003333221,1.6849498287517501,-0.1617462466292856,0.3741263831164099,24.4209610694207,493232.3584828569
BIL_all_ai_15pct_from_126d_high_exit,2025-02-13_to_today,0.7130028018905357,1.8308039798817248,-0.17374783627261836,0.5314690924148535,17.953378478969267,583621.4922484519
BIL_all_ai_20pct_from_126d_high_exit,2025-02-13_to_today,0.9381373868941305,2.0313229038528586,-0.22761864427728506,0.5028558214373546,12.897841865163928,691450.8153126993
BIL_all_ai_25pct_from_126d_high_exit,2025-02-13_to_today,0.88675348490152,1.8946451058887124,-0.25401099638177993,0.4925991921081321,12.201542147632424,666406.1921478548
BIL_all_ai_individual100_plus_qqq100_exit,2025-02-13_to_today,1.0054151568057028,2.041914990572078,-0.1946317619430582,0.6334705159233915,21.036894008396775,724617.8410681667
BIL_all_ai_individual100_plus_qqq200_exit,2025-02-13_to_today,0.9869414966833983,2.007651731571208,-0.20351153624890872,0.6245942069609542,17.83617799662008,715468.6016218119
GLD_all_ai_individual_50dma_exit,2025-02-13_to_today,1.505644764217064,2.5818826015897187,-0.18661739207211425,1.1155221196587237,21.801167412396875,983785.7693842232
GLD_all_ai_individual_75dma_exit,2025-02-13_to_today,1.3180464876754017,2.3437338267938044,-0.22750435479818498,0.8915944449583839,19.68842366857062,884089.4889976344
GLD_all_ai_individual_100dma_exit,2025-02-13_to_today,1.2229369357218505,2.2079664588577232,-0.22366190435232647,0.8453846752779157,15.548553542471756,834668.8471337429
GLD_all_ai_individual_150dma_exit,2025-02-13_to_today,1.0901751263704007,1.9908327006846365,-0.2192968292807247,0.6491701792157449,12.86683239628147,766996.932260352
GLD_all_ai_individual_200dma_exit,2025-02-13_to_today,1.1420900954289341,2.0917589237866445,-0.18830782267432322,0.5734523449951603,11.080091161513206,793273.9457148003
GLD_all_ai_basket_50dma_exit,2025-02-13_to_today,1.5941525541008592,2.524225154591513,-0.18570618945760187,0.9270773517467532,24.866687762754683,1031810.9701035105
GLD_all_ai_basket_100dma_exit,2025-02-13_to_today,1.5851638292561536,2.4130460423257984,-0.1944060805216059,1.0118861346463919,13.954545250854967,1026905.3115542474
GLD_all_ai_basket_150dma_exit,2025-02-13_to_today,1.5605270587634927,2.3764546440382976,-0.24195459670248243,0.9856076389469661,11.235508299315677,1013492.2627993091
GLD_all_ai_basket_200dma_exit,2025-02-13_to_today,1.5886346841929129,2.4025682166878575,-0.2448210431482739,1.0155958112734997,10.415299595250799,1028798.8017309144
GLD_all_ai_individual50_or_basket50_exit,2025-02-13_to_today,1.6621625277738752,2.78774431386393,-0.13886580033448148,1.1286727253719326,28.420641555787235,1069132.5219498188
GLD_all_ai_individual100_or_basket100_exit,2025-02-13_to_today,1.3119154443118588,2.3156170944112286,-0.19670365385527722,0.9041770072701625,18.04699871469897,880880.4896889133
GLD_all_ai_individual150_or_basket150_exit,2025-02-13_to_today,1.0945160767844078,1.9958517473582027,-0.21774522096512539,0.6538746556546398,13.51255132243396,769184.8926309661
GLD_all_ai_individual200_or_basket200_exit,2025-02-13_to_today,1.1420900954289341,2.0917589237866445,-0.18830782267432322,0.5734523449951603,10.929016168945646,793273.9457148003
GLD_all_ai_10pct_from_21d_high_exit,2025-02-13_to_today,0.8300116951366938,1.9885724414332142,-0.18355703323501926,0.7219682703092145,24.005426010818095,639044.4308973766
GLD_all_ai_15pct_from_21d_high_exit,2025-02-13_to_today,1.1300130487105964,2.179322244433958,-0.17912954066876507,0.9086061161850063,17.20037059779119,787139.6556329145
GLD_all_ai_20pct_from_21d_high_exit,2025-02-13_to_today,1.4337152606593566,2.396181346559503,-0.23082862800420056,0.9012500223656017,12.005759071027528,945218.5817299153
GLD_all_ai_25pct_from_21d_high_exit,2025-02-13_to_today,1.4004497664482956,2.296934979542945,-0.24195897911960118,0.9101866007049222,11.199737624120138,927524.8160065764
GLD_all_ai_10pct_from_63d_high_exit,2025-02-13_to_today,0.8083394618997533,2.0184690309940345,-0.18749106929623605,0.7041207506911842,25.245768622911537,628676.4613699547
GLD_all_ai_15pct_from_63d_high_exit,2025-02-13_to_today,1.066878092492355,2.157892354098763,-0.19381403432836897,0.8817400995361384,17.333240324628033,755283.5782932941
GLD_all_ai_20pct_from_63d_high_exit,2025-02-13_to_today,1.2460048503001575,2.2827994935490485,-0.22404982097557735,0.7803545450048477,12.509144135847086,846584.2540774007
GLD_all_ai_25pct_from_63d_high_exit,2025-02-13_to_today,1.2261426938949311,2.195370988411423,-0.24081135779216778,0.723988810971752,11.708342718274018,836321.9890547891
GLD_all_ai_10pct_from_126d_high_exit,2025-02-13_to_today,0.7010298779302078,1.8835799580491643,-0.1874910692962366,0.5715608003127672,24.4209610694207,578028.0179609486
GLD_all_ai_15pct_from_126d_high_exit,2025-02-13_to_today,0.957017387960791,2.0984378336270963,-0.17290651672488544,0.7928146663426343,17.953378478969267,700715.7216535073
GLD_all_ai_20pct_from_126d_high_exit,2025-02-13_to_today,1.2058902185607332,2.2915853595323923,-0.22404982097557735,0.7233733009581669,12.897841865163928,825893.167046954
GLD_all_ai_25pct_from_126d_high_exit,2025-02-13_to_today,1.075996708304313,2.0764831972867506,-0.24361023035209883,0.6709999001629543,12.201542147632424,759862.4295145475
GLD_all_ai_individual100_plus_qqq100_exit,2025-02-13_to_today,1.223487585642463,2.1956472471700588,-0.20577696463055517,0.8680606776182809,21.036894008396775,834952.7424740779
GLD_all_ai_individual100_plus_qqq200_exit,2025-02-13_to_today,1.234720559990207,2.211863327161631,-0.21323597710388076,0.8559529667180248,17.83617799662008,840749.7797628397
BIL_floors_obey_100dma_gate,2025-02-13_to_today,1.1622556725484223,2.0942340494273926,-0.2468262327432864,0.7041016016137105,11.518630710502253,803545.4023350439
GLD_floors_obey_100dma_gate,2025-02-13_to_today,1.2873481653939214,2.1980111788237737,-0.23499891557391295,0.86144818502917,11.518630710502253,868053.8128811185
