name,nbis_floor,storage_redirect,cadence,cagr,sharpe,max_drawdown,worst_12m,turnover,end_value,current_nbis_weight,current_storage_weight,current_gld_weight,current_smci_weight
selected_weekly_floor25_redirect100,0.25,1.0,weekly,0.6261304660652465,1.7654404346628305,-0.297013818290792,-0.2539842035860719,10.10846616233914,35552174.550177954,0.2645369112523148,0.2722392653232375,0.04745141602507944,0.030309318651683074
alt_weekly_floor15_redirect50,0.15,0.5,weekly,0.609338885837786,1.7620322195539282,-0.297013818290792,-0.2539842035860719,10.200999852982997,32056239.49691145,0.20726845562615745,0.2722392653232375,0.047451416025079435,0.030309318651683074
alt_monthly_floor15_redirect50,0.15,0.5,monthly,0.5617844888698158,1.6245078787235483,-0.30160984753120834,-0.20311054906581283,5.144893005150278,23768973.14612568,0.20726845562615745,0.2722392653232375,0.047451416025079435,0.030309318651683074
