strategy_id,size_transform,earn_transform,momentum_power,top_n,cadence,return_mode,cagr,sharpe,max_drawdown,worst_12m,turnover,end_value
size=equal|earn=sqrt|mom=0.0|top=12|weekly|intraday,equal,sqrt,0.0,12,weekly,intraday,0.07387549266811089,0.4671141945259375,-0.3417482988843944,-0.3388069256254659,10.606910416433323,567358.0392450002
size=equal|earn=sqrt|mom=0.0|top=12|monthly|close,equal,sqrt,0.0,12,monthly,close,0.4000163812429993,1.4960756403928517,-0.31201022179595694,-0.18784189751614078,5.2953754425962964,7988213.268736597
size=equal|earn=sqrt|mom=0.0|top=12|monthly|overnight,equal,sqrt,0.0,12,monthly,overnight,0.32133812171777043,1.8631756941457673,-0.18227914581909987,-0.16359360178595173,5.2953754425962964,4486998.06114683
size=equal|earn=sqrt|mom=0.0|top=12|monthly|intraday,equal,sqrt,0.0,12,monthly,intraday,0.05388979263669924,0.36293227254569316,-0.40780868455285424,-0.3984942255045487,5.2953754425962964,470431.6293329759
size=equal|earn=sqrt|mom=0.5|top=5|weekly|close,equal,sqrt,0.5,5,weekly,close,0.5136687458280689,1.661782245707734,-0.306273141347821,-0.24226613163600963,11.966011445740332,17397438.584796667
size=equal|earn=sqrt|mom=0.5|top=5|weekly|overnight,equal,sqrt,0.5,5,weekly,overnight,0.39559476156710205,2.0404158240559034,-0.17192612310720112,-0.14220146225204022,11.966011445740332,7740160.127311648
size=equal|earn=sqrt|mom=0.5|top=5|weekly|intraday,equal,sqrt,0.5,5,weekly,intraday,0.07056427385609876,0.42167590022469176,-0.3679622997707064,-0.3621996421932254,11.966011445740332,550151.9015270352
size=equal|earn=sqrt|mom=0.5|top=5|monthly|close,equal,sqrt,0.5,5,monthly,close,0.5260312052089513,1.654062511600653,-0.3069129156552681,-0.19025639855032428,5.6793135475127805,18867436.286817487
size=equal|earn=sqrt|mom=0.5|top=5|monthly|overnight,equal,sqrt,0.5,5,monthly,overnight,0.4143578087869224,2.03765186130457,-0.16048082643370176,-0.13734772660852135,5.6793135475127805,8842772.556895863
size=equal|earn=sqrt|mom=0.5|top=5|monthly|intraday,equal,sqrt,0.5,5,monthly,intraday,0.07214469865736506,0.4210880142524846,-0.4154951373036425,-0.4017900365448194,5.6793135475127805,558304.8291647919
size=equal|earn=sqrt|mom=0.5|top=7|weekly|close,equal,sqrt,0.5,7,weekly,close,0.468424224578905,1.620169403240618,-0.3231928585239965,-0.22208495266275696,11.192348374114005,12854594.19445403
size=equal|earn=sqrt|mom=0.5|top=7|weekly|overnight,equal,sqrt,0.5,7,weekly,overnight,0.36403699299900794,2.0026696309275835,-0.16785189830656622,-0.13243576606127128,11.192348374114005,6161607.74607714
size=equal|earn=sqrt|mom=0.5|top=7|weekly|intraday,equal,sqrt,0.5,7,weekly,intraday,0.06364766996834126,0.4019575505583384,-0.3686031607537352,-0.36284634628086454,11.192348374114005,515716.7998247327
size=equal|earn=sqrt|mom=0.5|top=7|monthly|close,equal,sqrt,0.5,7,monthly,close,0.48653437321058357,1.638834494145458,-0.3060718022068202,-0.19060216516208683,5.416812128021942,14525953.601786796
size=equal|earn=sqrt|mom=0.5|top=7|monthly|overnight,equal,sqrt,0.5,7,monthly,overnight,0.379996896449595,2.0045878809734416,-0.15710928665331192,-0.14239961180511806,5.416812128021942,6919477.882285806
size=equal|earn=sqrt|mom=0.5|top=7|monthly|intraday,equal,sqrt,0.5,7,monthly,intraday,0.07115732617957526,0.42921713235015624,-0.39790069172939635,-0.3906877800546942,5.416812128021942,553198.6342729235
size=equal|earn=sqrt|mom=0.5|top=10|weekly|close,equal,sqrt,0.5,10,weekly,close,0.45783459509614666,1.6389427883934848,-0.2966865761283466,-0.21032667623394874,10.644922976055177,11959493.865758713
